Player,height,weight,collage,born,birth_city,birth_state
Hubert Davis,196.0,83.0,University of North Carolina,1970.0,Winston-Salem,North Carolina
Todd Day,198.0,85.0,University of Arkansas,1970.0,Decatur,Illinois
Richard Dumas,190.0,77.0,Northeastern State University,1970.0,,
Pat Durham,201.0,95.0,Colorado State University,1967.0,Dallas,Texas
LaPhonso Ellis,203.0,108.0,University of Notre Dame,1970.0,East St. Louis,Illinois
Matt Geiger,213.0,110.0,Georgia Institute of Technology,1969.0,Salem,Massachusetts
Litterial Green,185.0,83.0,University of Georgia,1970.0,Pascagoula,Mississippi
Tom Gugliotta,208.0,108.0,North Carolina State University,1969.0,Huntington Station,New York
Jay Guidinger,208.0,115.0,University of Minnesota Duluth,1969.0,Milwaukee,Wisconsin
Robert Horry,206.0,99.0,University of Alabama,1970.0,Andalusia,Alabama
Byron Houston,196.0,113.0,Oklahoma State University,1969.0,Watonga,Kansas
Stephen Howard,206.0,102.0,DePaul University,1970.0,Dallas,Texas
Jim Jackson,198.0,99.0,Ohio State University,1970.0,Toledo,Ohio
Keith Jennings,170.0,72.0,East Tennessee State University,1968.0,Culpepper,Virginia
Dave Johnson,201.0,95.0,Syracuse University,1970.0,Morgan City,Louisiana
Thomas Jordan,208.0,99.0,Oklahoma State University,1968.0,Baltimore,Maryland
Adam Keefe,206.0,104.0,Stanford University,1970.0,Irvine,California
Christian Laettner,211.0,106.0,Duke University,1969.0,Angola,New York
Sam Mack,201.0,99.0,University of Houston,1970.0,Chicago,Illinois
Don MacLean,208.0,106.0,"University of California, Los Angeles",1970.0,Palo Alto,California
Marlon Maxey,203.0,113.0,University of Texas at El Paso,1969.0,Chicago,Illinois
Lee Mayberry,185.0,78.0,University of Arkansas,1970.0,Tulsa,Oklahoma
Oliver Miller,206.0,127.0,University of Arkansas,1970.0,Fort Worth,Texas
Harold Miner,196.0,95.0,University of Southern California,1971.0,Inglewood,California
Isaiah Morris,203.0,103.0,University of Arkansas,1969.0,Richmond,Virginia
Alonzo Mourning*,208.0,108.0,Georgetown University,1970.0,Chesapeake,Virginia
Tracy Murray,201.0,102.0,"University of California, Los Angeles",1971.0,Los Angeles,California
Melvin Newbern,193.0,90.0,University of Minnesota,1967.0,Toledo,Ohio
Shaquille O'Neal*,216.0,147.0,Louisiana State University,1972.0,Newark,New Jersey
Matt Othick,188.0,74.0,University of Arizona,1969.0,Clovis,New Mexico
Doug Overton,190.0,86.0,La Salle University,1969.0,Philadelphia,Pennsylvania
Anthony Peeler,193.0,94.0,University of Missouri,1969.0,Kansas City,Missouri
Brent Price,185.0,74.0,University of Oklahoma,1968.0,Shawnee,Oklahoma
Anthony Pullard,208.0,111.0,McNeese State University,1966.0,DeQuincy,Louisiana
Sean Rooks,208.0,113.0,University of Arizona,1969.0,New York,New York
Malik Sealy,203.0,86.0,St. John's University,1970.0,Bronx,New York
Chris Smith,208.0,104.0,University of Pittsburgh,1965.0,Bridgeport,Connecticut
Reggie Smith,208.0,108.0,Texas Christian University,1970.0,San Jose,California
Andre Spencer,198.0,95.0,Northern Arizona University,1964.0,Stockton,California
Elmore Spencer,213.0,122.0,"University of Nevada, Las Vegas",1969.0,Atlanta,Georgia
Latrell Sprewell,196.0,86.0,University of Alabama,1970.0,Milwaukee,Wisconsin
Barry Stevens,196.0,88.0,Iowa State University,1963.0,Flint,Michigan
Bryant Stith,196.0,94.0,University of Virginia,1970.0,Emporia,Virginia
Gundars Vetra,198.0,88.0,,1967.0,Ventspils,Latvia
Clarence Weatherspoon,198.0,108.0,University of Southern Mississippi,1970.0,Crawford,Mississippi
Marcus Webb,206.0,115.0,University of Alabama,1970.0,Montgomery,Alabama
Robert Werdann,211.0,113.0,St. John's University,1970.0,Sunnyside,New York
Corey Williams,188.0,86.0,Oklahoma State University,1970.0,Twiggs,Georgia
Lorenzo Williams,206.0,90.0,Stetson University,1969.0,Ocala,Florida
Walt Williams,193.0,88.0,Indiana University,1923.0,,
Randy Woods,178.0,83.0,La Salle University,1970.0,Philadelphia,Pennsylvania
Gary Alexander,201.0,108.0,University of South Florida,1969.0,Jacksonville,Florida
Vin Baker,211.0,105.0,University of Hartford,1971.0,Lake Wales,Florida
Corie Blount,206.0,108.0,University of Cincinnati,1969.0,Monrovia,California
Shawn Bradley,229.0,106.0,Brigham Young University,1972.0,Landstuhl,Germany
P.J. Brown,229.0,106.0,,1972.0,,
Evers Burns,203.0,117.0,University of Maryland,1971.0,Baltimore,Maryland
Scott Burrell,201.0,98.0,University of Connecticut,1971.0,New Haven,Connecticut
Mitchell Butler,188.0,77.0,University of Memphis,1946.0,Memphis,Tennessee
Sam Cassell,190.0,83.0,Florida State University,1969.0,Baltimore,Maryland
Calbert Cheaney,201.0,94.0,Indiana University,1971.0,Evansville,Indiana
Michael Curry,196.0,95.0,Georgia Southern University,1968.0,Anniston,Alabama
Antonio Davis,206.0,97.0,University of Texas at El Paso,1968.0,Oakland,California
Brian Davis,190.0,81.0,University of Maryland,1955.0,Monaca,Pennsylvania
Terry Dehere,188.0,86.0,Seton Hall University,1971.0,New York,New York
Dell Demps,190.0,92.0,University of the Pacific,1970.0,Long Beach,California
Acie Earl,208.0,108.0,University of Iowa,1970.0,Peoria,Illinois
Bill Edwards,203.0,97.0,Wright State University,1971.0,Middletown,Ohio
Doug Edwards,201.0,99.0,Florida State University,1971.0,Miami,Florida
Harold Ellis,196.0,90.0,Morehouse College,1970.0,Atlanta,Georgia
Alphonso Ford,185.0,86.0,Mississippi Valley State University,1971.0,Greenwood,Mississippi
Chad Gallagher,208.0,115.0,Creighton University,1969.0,Rockford,Illinois
Andrew Gaze,201.0,92.0,Seton Hall University,1965.0,Melbourne,Australia
Ricky Grace,185.0,81.0,University of Oklahoma,1967.0,Dallas,Texas
Greg Graham,193.0,78.0,Indiana University,1970.0,Indianapolis,Indiana
Josh Grant,206.0,101.0,University of Utah,1967.0,Salt Lake City,Utah
Andres Guibert,208.0,102.0,,1968.0,Havana,Cuba
Geert Hammink,213.0,118.0,Louisiana State University,1969.0,Didam,Netherlands
Anfernee Hardaway,201.0,88.0,University of Memphis,1971.0,Memphis,Tennessee
Lucious Harris,196.0,86.0,"California State University, Long Beach",1970.0,Los Angeles,California
Antonio Harvey,211.0,102.0,Pfeiffer University,1970.0,Pascagoula,Mississippi
Scott Haskin,211.0,113.0,Oregon State University,1970.0,Riverside,California
Skeeter Henry,201.0,86.0,University of Oklahoma,1967.0,Dallas,Texas
Allan Houston,198.0,90.0,University of Tennessee,1971.0,Louisville,Kentucky
Lindsey Hunter,188.0,77.0,Jackson State University,1970.0,Utica,Mississippi
Bobby Hurley,183.0,74.0,Duke University,1971.0,Jersey City,New Jersey
Stanley Jackson,190.0,83.0,University of Alabama at Birmingham,1970.0,Tuskegee,Alabama
Chris Jent,201.0,99.0,Ohio State University,1970.0,Orange,California
Ervin Johnson,188.0,92.0,University of Nebraska,1966.0,Brooklyn,New York
Popeye Jones,203.0,113.0,Murray State University,1970.0,Dresden,Tennessee
Adonis Jordan,180.0,77.0,University of Kansas,1970.0,Brooklyn,New York
Reggie Jordan,193.0,88.0,New Mexico State University,1968.0,Chicago,Illinois
Warren Kidd,206.0,106.0,Middle Tennessee State University,1970.0,Harpersville,Alabama
Chris King,203.0,97.0,Wake Forest University,1969.0,Newton Grove,North Carolina
Toni Kukoc,208.0,87.0,,1968.0,Split,Croatia
George Lynch,203.0,98.0,University of North Carolina,1970.0,Roanoke,Virginia
Malcolm Mackey,206.0,112.0,Georgia Institute of Technology,1970.0,Chattanooga,Tennessee
Gerald Madkins,193.0,90.0,"University of California, Los Angeles",1969.0,Merced,California
Bob Martin,213.0,113.0,University of Minnesota,1969.0,Minneapolis,Minnesota
Jamal Mashburn,203.0,108.0,University of Kentucky,1972.0,New York,New York
Darnell Mee,196.0,79.0,Western Kentucky University,1971.0,Cleveland,Tennessee
Chris Mills,198.0,97.0,University of Arizona,1970.0,Los Angeles,California
Darren Morningstar,208.0,106.0,University of Pittsburgh,1969.0,Stevenson,Washington
Gheorghe Muresan,231.0,137.0,,1971.0,Triteni,Romania
Bo Outlaw,203.0,95.0,University of Houston,1971.0,San Antonio,Texas
Mike Peplowski,208.0,122.0,Michigan State University,1970.0,Detroit,Michigan
Richard Petruska,208.0,117.0,"University of California, Los Angeles",1969.0,Levice,Slovakia
Dino Radja,211.0,102.0,,1967.0,Split,Croatia
Isaiah Rider,196.0,97.0,"University of Nevada, Las Vegas",1971.0,Oakland,California
Eric Riley,213.0,111.0,University of Michigan,1970.0,Cleveland,Ohio
James Robinson,198.0,95.0,"University of Nevada, Las Vegas",1955.0,Los Angeles,California
Rodney Rogers,201.0,106.0,Wake Forest University,1971.0,Durham,North Carolina
Bryon Russell,201.0,102.0,"California State University, Long Beach",1970.0,San Bernardino,California
Kevin Thompson,211.0,117.0,North Carolina State University,1971.0,Winston-Salem,North Carolina
Keith Tower,211.0,113.0,University of Notre Dame,1970.0,Libby,Montana
Nick Van,211.0,113.0,,1970.0,,
Rex Walters,193.0,86.0,University of Kansas,1970.0,Omaha,Nebraska
Chris Webber,206.0,111.0,University of Michigan,1973.0,Detroit,Michigan
Matt Wenstrom,216.0,113.0,University of North Carolina,1970.0,Minneapolis,Minnesota
David Wesley,183.0,86.0,Baylor University,1970.0,San Antonio,Texas
Chris Whitney,183.0,76.0,Clemson University,1971.0,Hopkinsville,Kentucky
Aaron Williams,206.0,99.0,Xavier University,1971.0,Evanston,Illinois
Luther Wright,218.0,122.0,Seton Hall University,1971.0,Jersey City,New Jersey
Derrick Alston,211.0,102.0,Duquesne University,1972.0,Bronx,New York
Darrell Armstrong,183.0,77.0,Fayetteville State University,1968.0,Gastonia,North Carolina
Sergei Bazarevich,188.0,76.0,,1965.0,Moscow,Russia
Elmer Bennett,183.0,77.0,University of Notre Dame,1970.0,Evanston,Illinois
James Blackwell,183.0,86.0,Dartmouth College,1968.0,Mount Kisco,New York
Tim Breaux,201.0,97.0,University of Wyoming,1970.0,Baton Rouge,Louisiana
Chris Childs,190.0,88.0,Boise State University,1967.0,Bakersfield,California
Bill Curley,206.0,99.0,Boston College,1972.0,Boston,Massachusetts
Yinka Dare,213.0,120.0,George Washington University,1972.0,Kano,Nigeria
Tony Dumas,198.0,86.0,University of Missouri-Kansas City,1972.0,Chicago,Illinois
Howard Eisley,188.0,80.0,Boston College,1972.0,Detroit,Michigan
Matt Fish,211.0,106.0,University of North Carolina at Wilmington,1969.0,Washington,Iowa
Brian Grant,206.0,115.0,Xavier University,1972.0,Columbus,Ohio
Darrin Hancock,201.0,92.0,University of Kansas,1971.0,Birmingham,Alabama
Jerome Harmon,193.0,86.0,University of Louisville,1969.0,Gary,Indiana
Grant Hill,203.0,102.0,Duke University,1972.0,Dallas,Texas
Tom Hovasse,203.0,92.0,Pennsylvania State University,1967.0,Durango,Colorado
Juwan Howard,206.0,108.0,University of Michigan,1973.0,Chicago,Illinois
Askia Jones,196.0,90.0,Kansas State University,1971.0,Philadelphia,Pennsylvania
Eddie Jones,208.0,102.0,"University of Nevada, Reno",1956.0,Fort Rucker,Alabama
Jason Kidd,193.0,92.0,University of California,1973.0,San Francisco,California
Antonio Lang,211.0,111.0,University of Arkansas,1966.0,Pine Bluff,Arkansas
Ryan Lorthridge,193.0,86.0,Jackson State University,1972.0,Nashville,Tennessee
Donyell Marshall,206.0,98.0,University of Connecticut,1973.0,Reading,Pennsylvania
Darrick Martin,180.0,77.0,"University of California, Los Angeles",1971.0,Denver,Colorado
Jim McIlvaine,216.0,108.0,Marquette University,1972.0,Racine,Wisconsin
Aaron McKie,196.0,94.0,Temple University,1972.0,Philadelphia,Pennsylvania
Anthony Miller,206.0,102.0,Michigan State University,1971.0,Benton Harbor,Michigan
Greg Minor,198.0,95.0,University of Louisville,1971.0,Sandersville,Georgia
Eric Mobley,211.0,106.0,University of Pittsburgh,1970.0,Bronx,New York
Eric Montross,213.0,122.0,University of North Carolina,1971.0,Indianapolis,Indiana
Dwayne Morton,201.0,88.0,University of Louisville,1971.0,Louisville,Kentucky
Lamond Murray,201.0,107.0,University of California,1973.0,Pasadena,California
Ivano Newbill,206.0,111.0,Georgia Institute of Technology,1970.0,Sedalia,Missouri
Julius Nwosu,208.0,115.0,Liberty University,1971.0,Nkwere,Nigeria
Wesley Person,198.0,88.0,Auburn University,1971.0,Crenshaw,Alabama
Derrick Phelps,193.0,82.0,University of North Carolina,1972.0,Queens,New York
Eric Piatkowski,201.0,97.0,University of Nebraska,1970.0,Steubenville,Ohio
Eldridge Recasner,190.0,86.0,University of Washington,1967.0,New Orleans,Louisiana
Khalid Reeves,190.0,90.0,University of Arizona,1972.0,Queens,New York
Glenn Robinson,201.0,102.0,Purdue University,1973.0,Gary,Indiana
Carlos Rogers,211.0,99.0,Tennessee State University,1971.0,Detroit,Michigan
Jalen Rose,203.0,95.0,University of Michigan,1973.0,Detroit,Michigan
Clifford Rozier,211.0,111.0,University of Louisville,1972.0,Bradenton,Florida
Trevor Ruffin,185.0,83.0,University of Hawaii,1970.0,Buffalo,New York
Dickey Simpkins,206.0,112.0,Providence College,1972.0,Fort Washington,Maryland
Reggie Slater,201.0,97.0,University of Wyoming,1970.0,Houston,Texas
Mark Strickland,206.0,95.0,Temple University,1970.0,Atlanta,Georgia
Aaron Swinson,196.0,104.0,Auburn University,1971.0,Brunswick,Georgia
Zan Tabak,213.0,111.0,,1970.0,Split,Croatia
Brooks Thompson,193.0,87.0,Oklahoma State University,1970.0,Dallas,Texas
Anthony Tucker,203.0,99.0,Wake Forest University,1969.0,Washington,District of Columbia
B.J. Tyler,203.0,99.0,,1969.0,,
Fred Vinson,193.0,86.0,Georgia Institute of Technology,1971.0,Murfreesboro,North Carolina
Charlie Ward,188.0,86.0,Florida State University,1970.0,Thomasville,Georgia
Jamie Watson,201.0,86.0,University of South Carolina,1972.0,Elm City,North Carolina
Monty Williams,203.0,102.0,University of Notre Dame,1971.0,Fredericksburg,Virginia
Dontonio Wingfield,203.0,116.0,University of Cincinnati,1974.0,Albany,Georgia
Sharone Wright,211.0,117.0,Clemson University,1973.0,Macon,Georgia
Cory Alexander,185.0,83.0,University of Virginia,1973.0,Waynesboro,Virginia
Jerome Allen,193.0,83.0,University of Pennsylvania,1973.0,Philadelphia,Pennsylvania
John Amaechi,208.0,122.0,Pennsylvania State University,1970.0,Boston,Massachusetts
Ashraf Amaya,203.0,104.0,Southern Illinois University,1971.0,Oak Park,Illinois
Brent Barry,198.0,83.0,Oregon State University,1971.0,Hempstead,New York
Corey Beck,185.0,86.0,University of Arkansas,1971.0,Memphis,Tennessee
Mario Bennett,198.0,106.0,Arizona State University,1973.0,Denton,Texas
Travis Best,180.0,82.0,Georgia Institute of Technology,1972.0,Springfield,Massachusetts
Melvin Booker,185.0,83.0,University of Missouri,1972.0,Pascagoula,Mississippi
Donnie Boyce,196.0,88.0,University of Colorado,1973.0,Chicago,Illinois
Marques Bragg,203.0,104.0,Providence College,1970.0,East Orange,New Jersey
Junior Burrough,203.0,109.0,University of Virginia,1973.0,Charlotte,North Carolina
Jason Caffey,203.0,115.0,University of Alabama,1973.0,Mobile,Alabama
Chris Carr,196.0,93.0,Southern Illinois University,1974.0,Ironton,Missouri
Randolph Childress,188.0,85.0,Wake Forest University,1972.0,Washington,District of Columbia
Robert Churchwell,198.0,88.0,Georgetown University,1972.0,South Bend,Indiana
Charles Claxton,213.0,120.0,University of Georgia,1970.0,St. Thomas,U.S. Virgin Islands
John Coker,213.0,114.0,Boise State University,1971.0,Richland,Washington
Rastko Cvetkovic,216.0,117.0,,1970.0,Belgrade,Serbia
Sasha Danilovic,196.0,90.0,,1970.0,Sarajevo,Bosnia and Herzegovina
Andrew DeClercq,208.0,104.0,University of Florida,1973.0,Detroit,Michigan
Tyus Edney,178.0,68.0,"University of California, Los Angeles",1973.0,Gardena,California
Vincenzo Esposito,190.0,89.0,,1969.0,Caserta,Italy
Michael Finley,201.0,97.0,University of Wisconsin,1973.0,Melrose Park,Illinois
Sherell Ford,201.0,95.0,University of Illinois at Chicago,1972.0,Baton Rouge,Louisiana
Kevin Garnett,211.0,108.0,,1976.0,Mauldin,South Carolina
Anthony Goldwire,185.0,82.0,University of Houston,1971.0,West Palm Beach,Florida
Thomas Hamilton,218.0,149.0,University of Pittsburgh,1975.0,Chicago,Illinois
Alvin Heggs,203.0,102.0,University of Texas at Austin,1967.0,Jacksonville,Florida
Alan Henderson,206.0,106.0,Indiana University,1972.0,Indianapolis,Indiana
Fred Hoiberg,193.0,92.0,Iowa State University,1972.0,Lincoln,Nebraska
Darryl Johnson,201.0,95.0,Syracuse University,1970.0,Morgan City,Louisiana
Frankie King,185.0,83.0,Western Carolina University,1972.0,Baxley,Georgia
Jimmy King,188.0,79.0,University of Tulsa,1941.0,Tulsa,Oklahoma
Voshon Lenard,193.0,92.0,University of Minnesota,1973.0,Detroit,Michigan
Cedric Lewis,208.0,106.0,University of Maryland,1969.0,Washington,District of Columbia
Martin Lewis,196.0,95.0,Seward County Community College,1975.0,Liberal,Kansas
Rich Manning,211.0,114.0,University of Washington,1970.0,Tacoma,Washington
Donny Marshall,206.0,98.0,University of Connecticut,1973.0,Reading,Pennsylvania
Cuonzo Martin,196.0,96.0,Purdue University,1971.0,St. Louis,Missouri
Clint McDaniel,193.0,81.0,University of Arkansas,1972.0,Tulsa,Oklahoma
Antonio McDyess,206.0,99.0,University of Alabama,1974.0,Quitman,Mississippi
Loren Meyer,208.0,116.0,Iowa State University,1972.0,Emmetsburg,Iowa
Lawrence Moten,196.0,83.0,Syracuse University,1972.0,Washington,District of Columbia
Todd Mundt,213.0,113.0,Delta State University,1970.0,Iowa City,Iowa
Howard Nathan,180.0,79.0,University of Louisiana at Monroe,1972.0,Peoria,Illinois
Ed O'Bannon,203.0,100.0,"University of California, Los Angeles",1972.0,Los Angeles,California
Greg Ostertag,218.0,127.0,University of Kansas,1973.0,Dallas,Texas
Cherokee Parks,196.0,95.0,Idaho State University,1973.0,,
Theo Ratliff,208.0,102.0,University of Wyoming,1973.0,Demopolis,Alabama
Bryant Reeves,213.0,124.0,Oklahoma State University,1973.0,Fort Smith,Arkansas
Don Reid,203.0,113.0,Georgetown University,1973.0,Washington,District of Columbia
Terrence Rencher,190.0,83.0,University of Texas at Austin,1973.0,Bronx,New York
Shawn Respert,185.0,88.0,Michigan State University,1972.0,Detroit,Michigan
Lou Roe,201.0,99.0,University of Massachusetts Amherst,1972.0,Atlantic City,New Jersey
Stefano Rusconi,206.0,108.0,,1968.0,Bassanod'Grappa,Italy
Arvydas Sabonis*,221.0,126.0,,1964.0,Kaunas,Lithuania
Joe Smith,213.0,106.0,University of Southern Colorado,1944.0,Columbus,Mississippi
Eric Snow,190.0,86.0,Michigan State University,1973.0,Canton,Ohio
Jerry Stackhouse,198.0,98.0,University of North Carolina,1974.0,Kinston,North Carolina
Damon Stoudamire,178.0,77.0,University of Arizona,1973.0,Portland,Oregon
Bob Sura,196.0,90.0,Florida State University,1973.0,Wilkes-Barre,Pennsylvania
Larry Sykes,206.0,115.0,Xavier University,1973.0,Toledo,Ohio
Kurt Thomas,206.0,104.0,Texas Christian University,1972.0,Dallas,Texas
Gary Trent,203.0,113.0,Ohio University,1974.0,Columbus,Ohio
